node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB
0,0.9048880358503377,2.009212641046369,0.9048880358503377,2.009212641046369,-4.209582268270792,13.44019591022385,4.339517044168244,-16.36481061461309
1,0.8976279881518552,2.0678658995853536,0.8974154175255816,2.001578302589388,-2.453035016662367,19.817844594540805,-2.524858675599485,-2.5795008988634183
2,0.8914869247870474,2.12564959585225,0.8894025679289695,1.9944136801137442,-2.074951023806848,19.52403559543681,-2.7073927569905134,-2.420792598594507
3,0.8887692706140888,2.180156516579546,0.881370596100173,1.987161106260518,-0.9182447729716897,18.416874209618307,-2.713853816219446,-2.45050974387449
4,0.8892271313524244,2.231734885486427,0.8733239572881293,1.9798225950546897,0.15470262358623277,17.427371080563372,-2.718809522300388,-2.479546381036819
5,0.8926341842976593,2.280644429378985,0.8652666303269502,1.9723998400805427,1.1511797931530774,16.52562479259136,-2.7224208527517275,-2.508010786188493
6,0.8987810732933861,2.327080653198324,0.8572022548066655,1.9648942470400217,2.0769194148100523,15.689935977027679,-2.72480243226155,-2.536000229767912
7,0.9074715488980708,2.3711919109023105,0.8491341744197449,1.9573069570351003,2.9363500025034637,14.904373196756799,-2.72605423937462,-2.5636041153991322
8,0.9185194757381763,2.4130918140810755,0.8410654452443372,1.9496388376432983,3.7328889108452152,14.157197653927332,-2.7262734537808764,-2.590914862034166
9,0.9317465636235827,2.4528685904884857,0.8329988219011598,1.9418904516695301,4.469186880773252,13.439832623746453,-2.7255619324374187,-2.6180354467394493
10,0.9469806655786944,2.490592375752131,0.8249367299106972,1.9340620099311228,5.147319589731554,12.74616511419861,-2.7240308722498265,-2.645084799610075
11,0.9640544980839618,2.5263210548691544,0.8168812300920891,1.9261533124981483,5.76893030866907,12.072055865800484,-2.7218034990509437,-2.672201704515092
